subject,predicate,object
C0085295,STIMULATES,C0534519
C0018284,PART_OF,C0015576
C1825578,ASSOCIATED_WITH,C0009402
C0000545,TREATS,C0030705
C0598934,DISRUPTS,C3814864
C0001675,PROCESS_OF,C1335354
C0165519,AFFECTS,C0475358
C1704259,AFFECTS,C0392920
C0040300,AUGMENTS,C1421999
C0346627,PREDISPOSES,C0023895
C0035298,LOCATION_OF,C0009402
C0010346,COEXISTS_WITH,C0239946
C1420744,LOCATION_OF,C1515670
C0006826,DIAGNOSES,C0031150
C0021390,PRECEDES,C0007102
C3890285,ASSOCIATED_WITH,C0007102
C0919532,PROCESS_OF,C0030705
C0950624,ASSOCIATED_WITH,C0012634
C0030705,LOCATION_OF,C3887958
C1319315,PREDISPOSES,C1332838
C0450442,ISA,C0001551
C0027651,ASSOCIATED_WITH,C0008466
C0013227,ADMINISTERED_TO,C0025932
C0400827,AFFECTS,C0009566
C0334108,LOCATION_OF,C0009368
C0028778,TREATS,C0073571
C0043210,PROCESS_OF,C2979982
C0032227,NEG_CAUSES,C0022790
C0671870,COMPARED_WITH,C0666743
C3178761,PRECEDES,C0278259
C0021852,LOCATION_OF,C0677930
C0020517,ASSOCIATED_WITH,C1333533
C0206058,TREATS(INFER),C0029925
C0027651,ASSOCIATED_WITH,C0312555
C0162638,AFFECTS,C2954564
C3810537,LOCATION_OF,C0229671
C0003376,ISA,C0059985
C1700929,TREATS(INFER),C0264122
C0686619,PREDISPOSES,C0449574
C0178874,DISRUPTS,C0010467
C0543467,TREATS,C0345916
C0027627,AFFECTS(SPEC),C0024623
C0012929,COEXISTS_WITH,C0289507
C0007102,TREATS,C0001551
C0001675,PROCESS_OF,C1707484
C2239176,PROCESS_OF,C0025266
C0278803,LOCATION_OF,C0020885
C0005841,TREATS,C0162316
C0007097,LOCATION_OF,C0007634
C0338106,ISA,C0009402
C0030705,PROCESS_OF,C0022104
C0677984,TREATS,C0282624
C0752046,COEXISTS_WITH,C0017428
C0000734,PROCESS_OF,C0043210
C0278803,ASSOCIATED_WITH,C1413467
C1555767,TREATS,C0030705
C1096155,LOCATION_OF,C0225317
C0282639,AUGMENTS,C2987634
C0419095,TREATS,C0476089
C0021390,AFFECTS,C0870883
C0192861,COMPARED_WITH,C0585464
C0281190,TREATS,C0027361
C0949059,AFFECTS,C0445623
C0282624,COMPARED_WITH,C0023038
C1302401,PREDISPOSES,C0019112
C0006826,ISA,C0333873
C0021390,COMPLICATES,C0007113
C0948380,COEXISTS_WITH,C0087086
C0030705,PROCESS_OF,C0022116
C0278259,PRECEDES,C2827774
C0345905,PROCESS_OF,C0007595
C0162316,CAUSES,C0006632
C1511562,TREATS,C1332243
C2939419,PREVENTS,C0185115
C0348002,ADMINISTERED_TO,C0030705
C0679646,PROCESS_OF,C1320716
C0024299,PREDISPOSES,C0005515
C0029209,TREATS,C1335690
C0004623,PREDISPOSES,C1421397
C0021044,NEG_DIAGNOSES,C0544910
C0015733,PART_OF,C0027361
C0011065,NEG_PROCESS_OF,C0001675
C0021390,ASSOCIATED_WITH,C0013879
C0596902,ISA,C0013227
C1441604,DIAGNOSES,C0001430
C0007600,LOCATION_OF,C0596290
C0036572,ASSOCIATED_WITH,C3826170
C0149750,COMPARED_WITH,C0015252
C0007634,NEG_LOCATION_OF,C0162638
C0333307,COEXISTS_WITH(SPEC),C0009324
C4021734,AFFECTS,C1701790
C3658208,COEXISTS_WITH,C0009402
C0334246,TREATS(INFER),C0995188
C0019868,PROCESS_OF,C0030705
C1333990,TREATS,C0920425
C0334227,INTERACTS_WITH,C0312740
C1817756,ISA,C0301872
C0026882,LOCATION_OF,C1307407
C0012634,PROCESS_OF,C3898998
C0022614,TREATS,C0030193
C0151546,LOCATION_OF,C0007634
C0038435,LOCATION_OF,C0227395
C0021044,METHOD_OF,C1709846
C0030705,TREATS,C0036753
C0699791,ASSOCIATED_WITH,C0531041
C0678236,ASSOCIATED_WITH,C0016382
C2826325,USES,C0150103
C0021083,COMPARED_WITH,C0436307
C0030705,PART_OF,C0019046
C0030705,TREATS,C0193398
C0948380,TREATS(INFER),C0281318
C0016030,STIMULATES,C0282554
C0007102,TREATS,C0001563
C0596263,ASSOCIATED_WITH,C0036884
C0870602,PROCESS_OF,C1155661
C0436307,COEXISTS_WITH,C0220825
C0006826,TREATS,C0751429
C0023690,PREVENTS,C0919691
C0012854,ASSOCIATED_WITH,C0010346
C0014597,LOCATION_OF,C1029130
C1336237,TREATS,C3850079
C0020538,TREATS,C1134659
C0019116,PROCESS_OF,C0030705
C2982391,AFFECTS,C1257806
C0034606,DIAGNOSES,C1096155
C0334121,ISA,C0033844
C3658706,DISRUPTS,C1155874
C0026882,LOCATION_OF,C1537502
C0001418,ASSOCIATED_WITH,C0072470
C1550227,LOCATION_OF,C1879344
C0001418,ASSOCIATED_WITH,C0145946
C0043210,PROCESS_OF,C0079744
C1420744,STIMULATES,C0164786
C0015350,PART_OF,C0027651
C0023884,LOCATION_OF,C1513183
C0543467,PREVENTS,C0232100
C0007082,ASSOCIATED_WITH,C0677948
C0014441,MEASURES,C3244092
C0164786,ADMINISTERED_TO,C0026809
C0030705,LOCATION_OF,C1826354
C0235329,PROCESS_OF,C0043210
C0030705,TREATS,C0036733
C0009402,PREVENTS,C0025598
C0267375,COEXISTS_WITH(SPEC),C0334044
C1956108,CAUSES,C0009324
C0282639,AFFECTS,C0042666
C0582175,PROCESS_OF,C0006826
C0007634,PART_OF,C1334508
C1310550,COEXISTS_WITH,C1539143
C2744535,ASSOCIATED_WITH,C0238003
C0677984,TREATS,C0243077
C0030705,TREATS,C0193373
C0185010,ADMINISTERED_TO,C0030705
C0007082,ASSOCIATED_WITH,C0677950
C0050063,ISA,C0001455
C1504515,LOCATION_OF,C0034896
C0031843,AFFECTS,C0795692
C0949059,PART_OF,C2239669
C0553580,ISA,C0006826
C0030567,ISA,C0524851
C0920425,COEXISTS_WITH,C0086969
C0007102,DIAGNOSES,C0009378
C1654934,AFFECTS,C2939419
C0025266,PROCESS_OF,C0013746
C2610960,DISRUPTS,C0009319
C0027627,PART_OF,C0040300
C1514521,PART_OF,C0006826
C0079419,AFFECTS,C1155873
C0007113,AFFECTS,C2936626
C0007634,LOCATION_OF,C0940836
C0346163,PROCESS_OF,C0030705
C0430022,DIAGNOSES,C0007130
C0178784,AFFECTS,C0014939
C0023828,TREATS,C0006826
C2939419,AFFECTS,C4236737
C0011581,COEXISTS_WITH,C0879626
C0346975,TREATS,C1883256
C0007102,ASSOCIATED_WITH,C0015879
C0279068,ISA,C0006826
C0030705,TREATS,C0022100
C1414459,PART_OF,C0020205
C0206681,LOCATION_OF,C0022646
C0026809,TREATS,C0069639
C1421565,INTERACTS_WITH,C1516119
C0019829,PROCESS_OF,C0030705
C0178874,PROCESS_OF,C0037083
C0029250,DISRUPTS,C1417246
C0730328,AFFECTS,C0007621
C0027627,TREATS,C1518010
C1517940,AFFECTS,C1825598
C0041004,COMPARED_WITH,C0041980
C0025266,PROCESS_OF,C0566602
C0011071,PREDISPOSES,C0749736
C0178874,CAUSES,C0027651
C0022346,PROCESS_OF,C0030705
C0582175,TREATS,C2980094
C0543467,PREVENTS,C3203359
C0007090,STIMULATES,C0018284
C0948380,NEG_AFFECTS,C0030705
C1306459,PRECEDES,C0242379
C0006826,PREDISPOSES,C0400966
C0005863,DIAGNOSES,C0150312
C0070358,AFFECTS,C0598934
C0023690,CAUSES,C0020564
C0087130,PREDISPOSES,C0750952
C2681538,PREDISPOSES,C1516170
C0024109,PART_OF,C0043210
C0026809,PROCESS_OF,C0153676
C0007294,PROCESS_OF,C0015576
C0020517,NEG_PREDISPOSES,C0971285
C0032787,PROCESS_OF,C0582175
C0003209,ISA,C0127615
C0524722,TREATS,C0086582
C0677930,ISA,C2239176
C0596290,AFFECTS,C0021083
C0014245,USES,C0220825
C1514521,LOCATION_OF,C0003968
C0030705,AFFECTS(SPEC),C0003614
C0001675,PROCESS_OF,C0009402
C1709582,USES,C0220825
C0003320,STIMULATES,C1701790
C0030705,PROCESS_OF,C0544726
C1516231,PROCESS_OF,C0021831
C1522449,CAUSES,C0021831
C0032483,ADMINISTERED_TO,C0030705
C0877373,TREATS(INFER),C3658706
C0686619,NEG_PROCESS_OF,C0030705
C0063034,COEXISTS_WITH,C0017428
C0006674,TREATS,C0027361
C0006826,PREDISPOSES,C0879389
C0279516,ISA,C0028155
C0015576,AFFECTS,C0332448
C0279516,ISA,C0028156
C0376545,PREDISPOSES,C0040615
C0025914,PART_OF,C0042779
C0001418,LOCATION_OF,C4289495
C0021044,LOCATION_OF,C0022877
C0001175,CAUSES(SPEC),C0019682
C0004704,USES,C0181089
C0012817,COEXISTS_WITH,C0016059
C0948380,PROCESS_OF,C0026809
C0028754,ISA,C0028756
C0007600,LOCATION_OF,C2680470
C1420343,DISRUPTS(SPEC),C0007131
C0192865,TREATS,C0009404
C0878517,PART_OF,C0206131
C0040808,ISA,C0184661
C1307407,AFFECTS,C0007621
C0596290,AFFECTS,C1539429
C0013303,AFFECTS(SPEC),C0001418
C0024109,LOCATION_OF,C0941053
C0278701,LOCATION_OF,C0017130
C0009402,COEXISTS_WITH,C0333062
C0267167,AFFECTS,C0042105
C0599755,TREATS,C1293116
C0030705,ADMINISTERED_TO,C3896609
C1333115,DIAGNOSES,C0184980
C1334811,LOCATION_OF,C1704247
C0002055,LOCATION_OF,C0040408
C4042807,USES,C0035363
C0679646,PROCESS_OF,C0018767
C0022346,LOCATION_OF,C0005423
C0623362,DISRUPTS,C0030660
C0118522,LOCATION_OF,C0334227
C0006826,PROCESS_OF,C0162638
C2239425,AFFECTS,C0851346
C1101610,ASSOCIATED_WITH,C0021390
C1335302,TREATS(INFER),C0015252
C0040300,LOCATION_OF,C1413121
C0009319,PROCESS_OF,C0315222
C0919691,PREVENTS,C0695341
C0003617,AFFECTS,C4266455
C0007847,TREATS,C1874451
C0030705,PROCESS_OF,C1518869
C2986594,TREATS,C0009653
C0012634,PREVENTS,C0041365
C0086418,PART_OF,C1257793
C1415063,DISRUPTS,C0596290
C0027627,TREATS,C0728940
C0021054,DISRUPTS,C1155046
C0221198,DIAGNOSES,C0079304
C0599725,DISRUPTS,C0061275
C0332149,PROCESS_OF,C0080103
C0009319,AFFECTS,C0058978
C0333056,PART_OF,C0205697
C1256770,AFFECTS,C3179230
C4236737,AFFECTS(SPEC),C0235974
C0185115,USES,C0007439
C0235974,PROCESS_OF,C1155874
C0021670,ISA,C1457887
C2004459,TREATS,C3495919
C1868801,TREATS,C0549379
C0009410,TREATS,C1258215
C0071649,ISA,C0059438
C0086418,PART_OF,C0003617
C0013103,PREVENTS,C1096106
C0014355,INTERACTS_WITH,C1539479
C1538309,INTERACTS_WITH,C0597298
C0547070,TREATS,C0153676
C0017473,PART_OF,C0694888
C1180255,AFFECTS,C0016360
C0007090,ASSOCIATED_WITH,C0001418
C2742797,AFFECTS,C0020962
C1511790,TREATS,C0032584
C0334866,DIAGNOSES,C2987120
C0007134,AFFECTS(SPEC),C0220630
C0380162,AFFECTS,C1319315
C0267561,TREATS,C0543467
C1413460,AUGMENTS,C0009402
C0040405,DIAGNOSES,C0021843
C0009402,PREDISPOSES,C0217525
C0376544,LOCATION_OF,C0039597
C2986594,COEXISTS_WITH,C0007113
C1332838,ASSOCIATED_WITH,C0009402
C0005615,NEG_AFFECTS,C0009402
C0227391,PART_OF,C0026724
C0596620,ASSOCIATED_WITH,C0341274
C0596611,PROCESS_OF,C0206364
C0021851,LOCATION_OF,C3846514
C0164786,STIMULATES,C1420744
C0535350,ISA,C0026682
C0879615,PROCESS_OF,C0030705
C0030705,ADMINISTERED_TO,C0202823
C0030705,PROCESS_OF,C1142499
C0014257,PART_OF,C0227525
C4236737,PROCESS_OF,C0007102
C0282624,TREATS,C4318618
C0162316,PREVENTS,C1700929
C0030705,PROCESS_OF,C0398650
C0596577,COMPARED_WITH,C0028908
C2986524,LOCATION_OF,C0023884
C0026809,PROCESS_OF,C0021841
C0007102,PREDISPOSES,C1101610
C0001779,TREATS,C3814448
C0013301,DIAGNOSES,C0027651
C0030705,ADMINISTERED_TO,C0456900
C0600680,AUGMENTS,C2239176
C0030705,ADMINISTERED_TO,C0069515
C0179799,USES,C0009653
C0030705,ADMINISTERED_TO,C0995188
C2603343,LOCATION_OF,C1273810
C0027651,LOCATION_OF,C0013293
C4055506,LOCATION_OF,C0521448
C0017337,PREDISPOSES,C2939419
C0021368,ASSOCIATED_WITH,C1825598
C0027651,LOCATION_OF,C0013294
C0265325,DIAGNOSES,C1317452
C0205065,LOCATION_OF,C1880101
C0015252,METHOD_OF,C0010280
C2939419,COEXISTS_WITH,C0006826
C0598312,NEG_COEXISTS_WITH,C0026882
C0037663,CAUSES,C0007097
C0004057,USES,C0199176
C0040300,AUGMENTS,C1333527
C0026882,CAUSES,C0678236
C0599755,PROCESS_OF,C4505456
C0600558,PRECEDES,C2363923
C1425426,LOCATION_OF,C0040300
C0027651,PREVENTS,C0042196
C0015250,ISA,C0543467
C0026809,PROCESS_OF,C0021838
C1414459,PART_OF,C0034885
C1290884,PREDISPOSES,C0009402
C0085533,TREATS,C0278544
C0302592,TREATS,C0436241
C0812229,INHIBITS,C1426048
C2939419,DISRUPTS,C1335280
C0029209,COMPARED_WITH,C1273428
C0003232,AFFECTS,C0009402
C0006560,LOCATION_OF,C0030705
C1121403,LOCATION_OF,C0011306
C1415047,INTERACTS_WITH,C0059969
C0040300,LOCATION_OF,C0669365
C1425928,LOCATION_OF,C0007600
C0024109,LOCATION_OF,C1265799
C1420816,CAUSES,C0020517
C0030705,TREATS,C3827320
C0021760,PART_OF(SPEC),C0027651
C1334699,LOCATION_OF,C0227391
C0431085,LOCATION_OF,C1423599
C0334097,PROCESS_OF,C0030705
C0019046,PART_OF,C0030705
C0153470,TREATS,C0751429
C0030012,AFFECTS,C1512474
C1414057,INTERACTS_WITH,C0597298
C1520113,PROCESS_OF,C0026809
C0018834,CAUSES,C0006931
C0015576,PROCESS_OF,C1516197
C0103404,LOCATION_OF,C0040300
C1519751,STIMULATES,C1335624
C0024109,LOCATION_OF,C0001418
C0007097,PREDISPOSES,C2744535
C1510438,USES,C0003392
C0036690,ASSOCIATED_WITH,C0018150
C0025517,TREATS,C0032594
C0334227,LOCATION_OF,C0026682
C0006826,ISA,C0019829
C2239899,ASSOCIATED_WITH,C0332448
C0080054,STIMULATES,C0664123
C1537028,USES,C0085216
C0040300,LOCATION_OF,C3147785
C0920617,AFFECTS,C0598934
C0024203,COMPARED_WITH,C0015252
C0025938,INTERACTS_WITH,C1624602
C0425152,PROCESS_OF,C0027361
C0040405,DIAGNOSES,C3670817
C0030705,PROCESS_OF,C0085786
C0024203,TREATS,C0030705
C1290884,PREVENTS,C0034392
C0596402,ASSOCIATED_WITH,C1538631
C3494205,ASSOCIATED_WITH,C0016059
C0007137,PROCESS_OF(SPEC),C0043210
C0184661,NEG_ADMINISTERED_TO,C0030705
C2611831,STIMULATES,C1432048
C0001418,AFFECTS,C2936626
C1334043,DISRUPTS,C1523298
C0730328,NEG_TREATS,C0013227
C1420331,INTERACTS_WITH,C1425604
C0282624,METHOD_OF,C0030788
C0750952,COEXISTS_WITH,C1333990
C0000833,MANIFESTATION_OF,C0005684
C0006104,LOCATION_OF,C0079904
C0031511,AFFECTS(SPEC),C0006142
C0014876,LOCATION_OF,C0279980
C0600688,LOCATION_OF,C0227411
C1825598,MEASURES,C0920317
C0334108,DIAGNOSES,C0079304
C0175996,LOCATION_OF,C0021234
C0021665,INHIBITS,C1564904
C1955907,ASSOCIATED_WITH,C0685938
C0027361,PROCESS_OF,C0879626
C0031809,ADMINISTERED_TO,C0030705
C0007600,AUGMENTS,C3542289
C2829230,DISRUPTS,C0009402
C0854776,PROCESS_OF,C0030705
C1521745,PRECEDES,C0436307
C1622501,AUGMENTS,C0215407
C0004057,INHIBITS,C0758915
C0796392,AUGMENTS,C1704632
C0919267,ISA,C0022790
C0436307,ISA,C0009429
C0879626,TREATS,C0013227
C0009402,TREATS,C0038969
C4544822,COEXISTS_WITH,C0006826
C4050242,NEG_PROCESS_OF,C0030705
C0599725,DISRUPTS,C0061200
C1964257,DIAGNOSES,C0028259
C3464953,COEXISTS_WITH,C0033684
C1824348,ASSOCIATED_WITH,C0027651
C0037179,PART_OF,C0334227
C0027651,ISA,C0559459
C0033036,ASSOCIATED_WITH,C0040648
C0026882,PROCESS_OF,C0599755
C1305188,LOCATION_OF(SPEC),C0267537
C0071649,TREATS,C0021390
C0030705,PROCESS_OF,C0554118
C1868801,TREATS,C0877373
C0028754,CAUSES,C3849996
C1832661,ASSOCIATED_WITH,C0079427
C0034802,ASSOCIATED_WITH,C0006826
C0086692,LOCATION_OF,C0038351
C2004459,TREATS,C0149978
C1319315,DIAGNOSES,C0017195
C0334246,CAUSES,C0022354
C0013227,INHIBITS,C0034802
C0042779,LOCATION_OF,C0230168
C1825598,LOCATION_OF,C1516231
C0013216,TREATS,C0678236
C0030705,ADMINISTERED_TO,C2980094
C0007137,LOCATION_OF,C0446455
C4522088,PREDISPOSES,C0920269
C0032112,INTERACTS_WITH,C0004561
C0013227,TREATS,C0879626
C3813609,USES,C0005863
C2985566,TREATS,C0086287
C0030705,PART_OF,C2827483
C0009462,PROCESS_OF,C0031843
C0162327,LOCATION_OF,C0346163
C1453853,STIMULATES,C4548560
C1158770,AFFECTS,C1523491
C0796392,TREATS(INFER),C0027651
C1335690,AFFECTS,C0030705
C0671970,ISA,C0450442
C1262477,COEXISTS_WITH,C0021390
C0079083,USES,C0013216
C0278252,TREATS,C0672708
C2982391,ISA,C0028630
C0012813,TREATS(INFER),C0220825
C1096155,COEXISTS_WITH,C0003615
C0079427,INHIBITS,C0005456
C0043210,ADMINISTERED_TO,C3814448
C0026809,LOCATION_OF,C1335623
C0334227,STIMULATES,C0052059
C0026809,LOCATION_OF,C1335625
C0677984,TREATS(INFER),C0015252
C0037299,PROCESS_OF,C0030705
C1451001,ASSOCIATED_WITH,C0027651
C3816499,PROCESS_OF,C0043210
C0013227,PREDISPOSES,C0009566
C0006826,AFFECTS,C1417825
C0001675,PROCESS_OF,C0009324
C1273428,METHOD_OF,C0600558
C0069676,PREDISPOSES,C0178874
C0009324,AUGMENTS,C0021743
C1273428,AFFECTS,C0162638
C0076765,ASSOCIATED_WITH,C1319315
C0009319,CAUSES,C0087111
C0007113,ASSOCIATED_WITH,C1428910
C3641892,COMPARED_WITH,C0600521
C3843647,PROCESS_OF,C0206194
C1822692,AFFECTS,C0017952
C0015672,TREATS(INFER),C0751429
C1516213,ADMINISTERED_TO(SPEC),C0040616
C0685938,TREATS,C0015252
C0694891,LOCATION_OF,C0022688
C0242656,ASSOCIATED_WITH,C1418552
C0031715,DISRUPTS,C0720930
C0086418,PROCESS_OF,C0278804
C0027651,LOCATION_OF,C0282639
C2936499,TREATS,C0267732
C0009402,TREATS(INFER),C0192865
C0018270,DISRUPTS,C1416989
C0225706,LOCATION_OF,C0010200
C1335688,AFFECTS,C0596227
C0007102,PREDISPOSES,C0005390
C3846514,LOCATION_OF,C0021851
C0031117,CAUSES,C0215136
C1823493,CAUSES,C1155873
C0025914,PART_OF,C0003241
C0021044,USES(SPEC),C0003241
C0041618,AFFECTS,C1261322
C0071649,ISA,C0059497
C0596843,DISRUPTS,C0021236
C0007102,COEXISTS_WITH,C0684686
C0278701,PROCESS_OF,C0030705
C0009402,COEXISTS_WITH,C0518989
C0854532,ISA,C0012634
C0694891,STIMULATES,C1366524
C4318618,LOCATION_OF,C0205065
C1418610,INTERACTS_WITH,C0910379
C1425259,AUGMENTS,C0006826
C3178775,TREATS,C0278701
C0162638,CAUSES,C0529334
C0069515,AFFECTS,C0332149
C0034606,DIAGNOSES,C1881358
C0010467,TREATS,C0006826
C0006826,AFFECTS,C0031511
C0003242,ISA,C0013227
C0221423,CAUSES,C0000379
C0005839,PART_OF,C0028977
C0206695,LOCATION_OF,C3714556
C0017262,LOCATION_OF,C0139905
C0015733,LOCATION_OF,C0019046
C0424594,PROCESS_OF,C0030705
C0025202,LOCATION_OF,C0025201
C0278480,TREATS(INFER),C0085533
C3714514,AFFECTS,C0030705
C0281206,USES,C0683935
C0009402,PREDISPOSES,C0903677
C0017906,INTERACTS_WITH,C0245382
C0007130,PRECEDES,C2239176
C0221198,LOCATION_OF,C1261317
C0021740,PRODUCES,C0004561
C0010357,CAUSES,C1149880
C0162638,PROCESS_OF,C0599755
C0600558,USES,C0021403
C4264446,PROCESS_OF,C0043210
C0752312,MEASURES,C0681814
C0686619,COEXISTS_WITH,C1335686
C0193062,TREATS,C0001418
C1337392,TREATS,C0023903
C0400966,COEXISTS_WITH,C0006826
C0025266,ISA,C0001675
C0001511,PROCESS_OF,C0026809
C0039194,LOCATION_OF,C0812309
C0016360,TREATS,C0006826
C0018270,AUGMENTS,C0073591
C1511790,LOCATION_OF,C0040300
C0032580,PROCESS_OF,C0043210
C1708287,AFFECTS,C0334044
C1564904,DISRUPTS,C1258005
C0000934,NEG_AFFECTS,C0026832
C0017152,ISA,C0012634
C0153452,TREATS(INFER),C0015252
C0376358,TREATS,C2945704
C0009402,PART_OF,C1420266
C0011900,CAUSES,C3697716
C1299586,PROCESS_OF,C1516213
C0019144,ISA,C0193373
C0184661,ISA,C0194053
C0006826,TREATS,C2347168
C0007097,PROCESS_OF,C0034693
C0849867,CAUSES,C0011065
C0013216,TREATS(INFER),C0024623
C0063083,PREVENTS,C0600688
C0227386,PART_OF,C0005847
C0030013,DISRUPTS,C1516119
C1817756,PROCESS_OF,C0684030
C3494163,LOCATION_OF,C0475309
C0014335,PROCESS_OF,C0030705
C0007004,AFFECTS,C0031843
C3814448,COEXISTS_WITH,C1261322
C0751429,TREATS,C0012634
C0009319,AFFECTS,C0009905
C0019143,AUGMENTS,C1819426
C0346429,DIAGNOSES,C1518048
C0338106,ASSOCIATED_WITH,C0015950
C1705859,ASSOCIATED_WITH,C0009402
C0282515,TREATS,C1306459
C2744535,INTERACTS_WITH,C0019046
C1419057,COEXISTS_WITH,C0016360
C1155872,AFFECTS,C0033684
C3812881,DIAGNOSES,C2239176
C0020281,CAUSES,C0021368
C0030705,TREATS,C3274817
C0334277,ASSOCIATED_WITH,C0596087
C0376515,DISRUPTS,C0596290
C1257792,LOCATION_OF,C1540293
C2939419,LOCATION_OF,C0796494
C1185740,LOCATION_OF,C4071900
C1706732,TREATS,C1516119
C0021853,LOCATION_OF,C1417825
C0009402,DISRUPTS,C1417825
C1261322,COEXISTS_WITH,C0193062
C1823196,PART_OF,C0006826
C1366537,LOCATION_OF,C0030705
C0206727,ISA,C0027651
C2939419,PROCESS_OF,C0870602
C0016360,STIMULATES,C1335210
C0006826,COEXISTS_WITH,C0149871
C1519751,LOCATION_OF,C1622638
C0021403,USES,C0014245
C0032743,USES,C0011145
C1155266,AFFECTS,C1101121
C1825598,AFFECTS,C0516981
C0013227,ISA,C0038317
C0686619,MEASURES,C0870071
C2239176,ASSOCIATED_WITH,C1309950
C0085533,PREVENTS,C1708350
C0278488,PREDISPOSES,C0005516
C0267716,COEXISTS_WITH,C0332853
C0013203,AFFECTS,C0596290
C0235329,CAUSES,C0023798
C1706912,CAUSES,C1290884
C0042449,LOCATION_OF,C0694675
C0009324,COEXISTS_WITH,C0332448
C0040690,INTERACTS_WITH,C0031507
C0009402,AFFECTS,C1415106
C0001675,PROCESS_OF,C0949059
C0007112,TREATS,C0279025
C0038351,LOCATION_OF,C2939419
C0041066,CAUSES,C0021368
C0006826,CAUSES,C0238124
C1428656,LOCATION_OF,C1512167
C0086418,PART_OF,C0037039
C0699889,TREATS(INFER),C0810152
C0030274,LOCATION_OF,C0001418
C0087111,NEG_TREATS,C1709157
C1418401,INHIBITS,C0965245
C1512127,PREDISPOSES,C1514474
C0543467,ISA,C2936208
C0003241,COEXISTS_WITH,C0042210
C1414459,COMPARED_WITH,C1700929
C2239669,CAUSES,C2919572
C0027651,LOCATION_OF,C0013303
C0017185,LOCATION_OF(SPEC),C0014876
C0012634,ISA,C0221391
C0017262,LOCATION_OF,C0812230
C0010467,INTERACTS_WITH,C0382876
C2239176,ASSOCIATED_WITH,C1418581
C0027651,TREATS,C1280903
C0154830,AFFECTS,C0042789
C0006826,PREDISPOSES,C2926606
C1373218,CAUSES,C0013216
C0007600,ADMINISTERED_TO,C3658200
C0016693,PART_OF,C0014442
C0010467,INHIBITS(SPEC),C1367307
C0280100,ASSOCIATED_WITH,C4300350
C0007634,INTERACTS_WITH,C0028589
C0543467,TREATS,C0345832
C1510438,LOCATION_OF,C0022877
C0011900,DIAGNOSES(SPEC),C0009402
C3203639,LOCATION_OF,C0227391
C0079419,ASSOCIATED_WITH,C0009402
C0178784,LOCATION_OF,C0685938
C0041249,COMPARED_WITH,C0042285
C0079633,INHIBITS,C1425514
C0055633,ASSOCIATED_WITH,C0007093
C0011847,ASSOCIATED_WITH,C3816168
C1537619,INTERACTS_WITH,C0086860
C0022688,INTERACTS_WITH,C0007634
C0334108,CAUSES,C0267467
C1333990,COEXISTS_WITH,C0877373
C0006826,ASSOCIATED_WITH,C1424025
C2986594,PROCESS_OF,C0009402
C0877373,TREATS(INFER),C4055631
C2986594,PROCESS_OF,C0009404
C0184661,COMPARED_WITH,C0524865
C2744535,INTERACTS_WITH,C1428114
C4284302,ASSOCIATED_WITH,C0376358
C0029250,LOCATION_OF,C0178653
C0165101,INTERACTS_WITH,C0033684
C0017337,LOCATION_OF,C0431085
C1527249,ASSOCIATED_WITH,C0965245
C0184918,ISA,C0015252
C0009378,TREATS(SPEC),C0679646
C2936626,AFFECTS,C3541329
C1366524,ASSOCIATED_WITH,C0001418
C0013227,TREATS(INFER),C0948380
C0030705,NEG_AFFECTS,C0012634
C0684030,PROCESS_OF,C1512772
C0021390,PROCESS_OF,C0008059
C0035110,ISA,C0543467
C0006142,TREATS,C0193867
C0025266,NEG_PROCESS_OF,C0009402
C1453853,STIMULATES,C1540293
C0031153,LOCATION_OF,C0010818
C0003461,LOCATION_OF,C0677898
C0920269,ASSOCIATED_WITH,C0069515
C1418401,LOCATION_OF,C0040300
C0016452,AFFECTS,C0242606
C0011065,AFFECTS,C0030705
C0023884,LOCATION_OF,C0165519
C0043210,PROCESS_OF,C0006826
C0027646,DIAGNOSES,C0006826
C0009932,PROCESS_OF,C0940933
C0349534,NEG_DIAGNOSES,C0259990
C0333977,ASSOCIATED_WITH,C0022457
C1527249,PROCESS_OF,C0086418
C0743301,PROCESS_OF,C0030705
C0007634,PART_OF,C1550101
C0085533,TREATS,C0205695
C0007613,CAUSES,C0027215
C0278883,LOCATION_OF,C0227395
C1523298,AFFECTS,C2936529
C0007102,ASSOCIATED_WITH,C0123658
C0030705,ADMINISTERED_TO,C1318457
C0007090,INTERACTS_WITH,C0017968
C0042789,PROCESS_OF,C0009462
C0380162,ISA,C0025248
C0026809,TREATS,C0021760
C0031831,PROCESS_OF,C0426576
C0699790,TREATS,C0016157
C0027567,PART_OF(SPEC),C0024109
C0030705,PROCESS_OF,C1998319
C0032042,PRECEDES,C3179010
C0596581,TREATS(INFER),C1706832
C0026682,COMPARED_WITH,C0026682
C0087130,PREDISPOSES,C0001418
C0043210,ADMINISTERED_TO,C3657270
C4054667,COEXISTS_WITH,C0016059
C0042776,ISA,C0031886
C0030231,TREATS,C0153687
C0178874,ASSOCIATED_WITH,C1101610
C0006826,DIAGNOSES,C3811844
C0600558,TREATS(INFER),C0685938
C0003241,PART_OF,C0027627
C1956110,USES,C0220825
C1426048,INTERACTS_WITH,C0812229
C1261322,USES,C0203418
C1417752,LOCATION_OF,C0030705
C0085255,PART_OF,C0431085
C0007847,TREATS,C0404093
C0021368,COEXISTS_WITH,C0021390
C0879290,PROCESS_OF,C0206530
